raw_value,clean_for_rules,category,changed_by_cleaning
">100,000 CFU/mL Citrobacter braakii",">100,000 CFU/mL Citrobacter braakii",inequality,No
">100,000 CFU/mL Citrobacter farmeri",">100,000 CFU/mL Citrobacter farmeri",inequality,No
">100,000 CFU/mL Citrobacter freundii",">100,000 CFU/mL Citrobacter freundii",inequality,No
">100,000 CFU/mL Citrobacter freundii complex",">100,000 CFU/mL Citrobacter freundii complex",inequality,No
">100,000 CFU/mL Citrobacter koseri",">100,000 CFU/mL Citrobacter koseri",inequality,No
">100,000 CFU/mL Citrobacter sedlakii",">100,000 CFU/mL Citrobacter sedlakii",inequality,No
">100,000 CFU/mL Citrobacter species",">100,000 CFU/mL Citrobacter species",inequality,No
">100,000 CFU/mL Citrobacter youngae",">100,000 CFU/mL Citrobacter youngae",inequality,No
">100,000 CFU/mL Coagulase negative Staphylococcus",">100,000 CFU/mL Coagulase negative Staphylococcus",inequality,No
">100,000 CFU/mL Coagulase negative Staphylococcus, not Staphylococcus saprophyticus",">100,000 CFU/mL Coagulase negative Staphylococcus, not Staphylococcus saprophyticus",inequality,No
">100,000 CFU/mL Coagulase negative Staphylococcus-like colonies",">100,000 CFU/mL Coagulase negative Staphylococcus-like colonies",inequality,No
">100,000 CFU/mL Corynebacterium aurimucosum",">100,000 CFU/mL Corynebacterium aurimucosum",inequality,No
">100,000 CFU/mL Corynebacterium species",">100,000 CFU/mL Corynebacterium species",inequality,No
">100,000 CFU/mL Corynebacterium species, not urealyticum",">100,000 CFU/mL Corynebacterium species, not urealyticum",inequality,No
">100,000 CFU/mL Corynebacterium urealyticum",">100,000 CFU/mL Corynebacterium urealyticum",inequality,No
">100,000 CFU/mL Coryneform bacteria",">100,000 CFU/mL Coryneform bacteria",inequality,No
">100,000 CFU/mL Cronobacter species",">100,000 CFU/mL Cronobacter species",inequality,No
">100,000 CFU/mL Delftia acidovorans",">100,000 CFU/mL Delftia acidovorans",inequality,No
">100,000 CFU/mL Elizabethkingia meningoseptica",">100,000 CFU/mL Elizabethkingia meningoseptica",inequality,No
">100,000 CFU/mL Enterobacter aerogenes",">100,000 CFU/mL Enterobacter aerogenes",inequality,No
">100,000 CFU/mL Enterobacter aerogenes (Klebsiella aerogenes)",">100,000 CFU/mL Enterobacter aerogenes (Klebsiella aerogenes)",inequality,No
">100,000 CFU/mL Enterobacter cloacae",">100,000 CFU/mL Enterobacter cloacae",inequality,No
">100,000 CFU/mL Enterobacter cloacae complex",">100,000 CFU/mL Enterobacter cloacae complex",inequality,No
">100,000 CFU/mL Enterobacter gergoviae",">100,000 CFU/mL Enterobacter gergoviae",inequality,No
">100,000 CFU/mL Enterobacter hormaechei",">100,000 CFU/mL Enterobacter hormaechei",inequality,No
">100,000 CFU/mL Enterobacter kobei",">100,000 CFU/mL Enterobacter kobei",inequality,No
">100,000 CFU/mL Enterobacter species",">100,000 CFU/mL Enterobacter species",inequality,No
">100,000 CFU/mL Enterococcus avium",">100,000 CFU/mL Enterococcus avium",inequality,No
">100,000 CFU/mL Enterococcus casseliflavus",">100,000 CFU/mL Enterococcus casseliflavus",inequality,No
">100,000 CFU/mL Enterococcus faecalis",">100,000 CFU/mL Enterococcus faecalis",inequality,No
">100,000 CFU/mL Enterococcus faecium",">100,000 CFU/mL Enterococcus faecium",inequality,No
">100,000 CFU/mL Enterococcus gallinarum",">100,000 CFU/mL Enterococcus gallinarum",inequality,No
">100,000 CFU/mL Enterococcus raffinosus",">100,000 CFU/mL Enterococcus raffinosus",inequality,No
">100,000 CFU/mL Enterococcus species",">100,000 CFU/mL Enterococcus species",inequality,No
">100,000 CFU/mL Enterococcus-like colonies",">100,000 CFU/mL Enterococcus-like colonies",inequality,No
">100,000 CFU/mL Escherichia coli",">100,000 CFU/mL Escherichia coli",inequality,No
">100,000 CFU/mL Escherichia coli-like colonies",">100,000 CFU/mL Escherichia coli-like colonies",inequality,No
">100,000 CFU/mL Escherichia hermannii",">100,000 CFU/mL Escherichia hermannii",inequality,No
">100,000 CFU/mL Escherichia species",">100,000 CFU/mL Escherichia species",inequality,No
">100,000 CFU/mL Gardnerella vaginalis",">100,000 CFU/mL Gardnerella vaginalis",inequality,No
">100,000 CFU/mL Gram Negative Rod",">100,000 CFU/mL Gram Negative Rod",inequality,No
">100,000 CFU/mL Gram Positive Cocci in Clusters",">100,000 CFU/mL Gram Positive Cocci in Clusters",inequality,No
">100,000 CFU/mL Gram Positive Cocci in Pairs",">100,000 CFU/mL Gram Positive Cocci in Pairs",inequality,No
">100,000 CFU/mL Haemophilus parainfluenzae",">100,000 CFU/mL Haemophilus parainfluenzae",inequality,No
">100,000 CFU/mL Hafnia alvei",">100,000 CFU/mL Hafnia alvei",inequality,No
">100,000 CFU/mL Hafnia paralvei",">100,000 CFU/mL Hafnia paralvei",inequality,No
">100,000 CFU/mL Hafnia species",">100,000 CFU/mL Hafnia species",inequality,No
">100,000 CFU/mL Klebsiella oxytoca",">100,000 CFU/mL Klebsiella oxytoca",inequality,No
">100,000 CFU/mL Klebsiella ozaenae",">100,000 CFU/mL Klebsiella ozaenae",inequality,No
">100,000 CFU/mL Klebsiella pneumoniae",">100,000 CFU/mL Klebsiella pneumoniae",inequality,No
">100,000 CFU/mL Klebsiella species",">100,000 CFU/mL Klebsiella species",inequality,No
">100,000 CFU/mL Klebsiella variicola",">100,000 CFU/mL Klebsiella variicola",inequality,No
">100,000 CFU/mL Lactobacillus delbrueckii",">100,000 CFU/mL Lactobacillus delbrueckii",inequality,No
">100,000 CFU/mL Lactobacillus sp",">100,000 CFU/mL Lactobacillus sp",inequality,No
">100,000 CFU/mL Lactobacillus species",">100,000 CFU/mL Lactobacillus species",inequality,No
">100,000 CFU/mL Lactococcus species",">100,000 CFU/mL Lactococcus species",inequality,No
">100,000 CFU/mL Lactose Negative Gram Negative Rod",">100,000 CFU/mL Lactose Negative Gram Negative Rod",inequality,No
">100,000 CFU/mL Lactose Positive Gram Negative Rod",">100,000 CFU/mL Lactose Positive Gram Negative Rod",inequality,No
">100,000 CFU/mL Leclercia adecarboxylata",">100,000 CFU/mL Leclercia adecarboxylata",inequality,No
">100,000 CFU/mL Meropenem-Resistant Acinetobacter Baumannii",">100,000 CFU/mL Meropenem-Resistant Acinetobacter Baumannii",inequality,No
">100,000 CFU/mL Methicillin Resistant Staphylococcus aureus",">100,000 CFU/mL Methicillin Resistant Staphylococcus aureus",inequality,No
">100,000 CFU/mL Morganella morganii",">100,000 CFU/mL Morganella morganii",inequality,No
">100,000 CFU/mL Myroides species",">100,000 CFU/mL Myroides species",inequality,No
">100,000 CFU/mL Neisseria species, not gonorrhoeae or meningitidis",">100,000 CFU/mL Neisseria species, not gonorrhoeae or meningitidis",inequality,No
">100,000 CFU/mL Non-Fermenting Gram Negative Rod",">100,000 CFU/mL Non-Fermenting Gram Negative Rod",inequality,No
">100,000 CFU/mL Oligella urethralis",">100,000 CFU/mL Oligella urethralis",inequality,No
">100,000 CFU/mL Pantoea species",">100,000 CFU/mL Pantoea species",inequality,No
">100,000 CFU/mL Pasteurella multocida",">100,000 CFU/mL Pasteurella multocida",inequality,No
">100,000 CFU/mL Probable Candida albicans",">100,000 CFU/mL Probable Candida albicans",inequality,No
">100,000 CFU/mL Probable Staphylococcus aureus",">100,000 CFU/mL Probable Staphylococcus aureus",inequality,No
">100,000 CFU/mL Probable Streptococcus anginosus group",">100,000 CFU/mL Probable Streptococcus anginosus group",inequality,No
">100,000 CFU/mL Probable candida albicans",">100,000 CFU/mL Probable candida albicans",inequality,No
">100,000 CFU/mL Proteus hauseri",">100,000 CFU/mL Proteus hauseri",inequality,No
">100,000 CFU/mL Proteus mirabilis",">100,000 CFU/mL Proteus mirabilis",inequality,No
">100,000 CFU/mL Proteus penneri",">100,000 CFU/mL Proteus penneri",inequality,No
">100,000 CFU/mL Proteus species",">100,000 CFU/mL Proteus species",inequality,No
">100,000 CFU/mL Proteus vulgaris",">100,000 CFU/mL Proteus vulgaris",inequality,No
">100,000 CFU/mL Proteus vulgaris group/Proteus penneri",">100,000 CFU/mL Proteus vulgaris group/Proteus penneri",inequality,No
">100,000 CFU/mL Providencia rettgeri",">100,000 CFU/mL Providencia rettgeri",inequality,No
">100,000 CFU/mL Providencia species",">100,000 CFU/mL Providencia species",inequality,No
">100,000 CFU/mL Providencia stuartii",">100,000 CFU/mL Providencia stuartii",inequality,No
">100,000 CFU/mL Pseudomonas aeruginosa",">100,000 CFU/mL Pseudomonas aeruginosa",inequality,No
">100,000 CFU/mL Pseudomonas aeruginosa mucoid",">100,000 CFU/mL Pseudomonas aeruginosa mucoid",inequality,No
">100,000 CFU/mL Pseudomonas fluorescens",">100,000 CFU/mL Pseudomonas fluorescens",inequality,No
">100,000 CFU/mL Pseudomonas luteola",">100,000 CFU/mL Pseudomonas luteola",inequality,No
">100,000 CFU/mL Pseudomonas oleovorans",">100,000 CFU/mL Pseudomonas oleovorans",inequality,No
">100,000 CFU/mL Pseudomonas putida",">100,000 CFU/mL Pseudomonas putida",inequality,No
">100,000 CFU/mL Pseudomonas species, not aeruginosa",">100,000 CFU/mL Pseudomonas species, not aeruginosa",inequality,No
">100,000 CFU/mL Raoultella ornithinolytica",">100,000 CFU/mL Raoultella ornithinolytica",inequality,No
">100,000 CFU/mL Raoultella planticola",">100,000 CFU/mL Raoultella planticola",inequality,No
">100,000 CFU/mL Raoultella species",">100,000 CFU/mL Raoultella species",inequality,No
">100,000 CFU/mL Rothia mucilaginosa",">100,000 CFU/mL Rothia mucilaginosa",inequality,No
">100,000 CFU/mL Saccharomyces cerevisiae",">100,000 CFU/mL Saccharomyces cerevisiae",inequality,No
">100,000 CFU/mL Salmonella group D, not typhi",">100,000 CFU/mL Salmonella group D, not typhi",inequality,No
">100,000 CFU/mL Salmonella species",">100,000 CFU/mL Salmonella species",inequality,No
">100,000 CFU/mL Serratia liquefaciens",">100,000 CFU/mL Serratia liquefaciens",inequality,No
">100,000 CFU/mL Serratia marcescens",">100,000 CFU/mL Serratia marcescens",inequality,No
">100,000 CFU/mL Serratia rubidaea",">100,000 CFU/mL Serratia rubidaea",inequality,No
">100,000 CFU/mL Shewanella algae",">100,000 CFU/mL Shewanella algae",inequality,No
">100,000 CFU/mL Staphylococcus aureus",">100,000 CFU/mL Staphylococcus aureus",inequality,No
">100,000 CFU/mL Staphylococcus capitis",">100,000 CFU/mL Staphylococcus capitis",inequality,No
">100,000 CFU/mL Staphylococcus caprae",">100,000 CFU/mL Staphylococcus caprae",inequality,No
">100,000 CFU/mL Staphylococcus cohnii",">100,000 CFU/mL Staphylococcus cohnii",inequality,No
">100,000 CFU/mL Staphylococcus cohnii ssp urealyticus",">100,000 CFU/mL Staphylococcus cohnii ssp urealyticus",inequality,No
">100,000 CFU/mL Staphylococcus epidermidis",">100,000 CFU/mL Staphylococcus epidermidis",inequality,No
">100,000 CFU/mL Staphylococcus haemolyticus",">100,000 CFU/mL Staphylococcus haemolyticus",inequality,No
">100,000 CFU/mL Staphylococcus hominis",">100,000 CFU/mL Staphylococcus hominis",inequality,No
">100,000 CFU/mL Staphylococcus lugdunensis",">100,000 CFU/mL Staphylococcus lugdunensis",inequality,No
">100,000 CFU/mL Staphylococcus saprophyticus",">100,000 CFU/mL Staphylococcus saprophyticus",inequality,No
">100,000 CFU/mL Staphylococcus simulans",">100,000 CFU/mL Staphylococcus simulans",inequality,No
">100,000 CFU/mL Staphylococcus-like colonies",">100,000 CFU/mL Staphylococcus-like colonies",inequality,No
">100,000 CFU/mL Stenotrophomonas maltophilia",">100,000 CFU/mL Stenotrophomonas maltophilia",inequality,No
">100,000 CFU/mL Streptococcus agalactiae",">100,000 CFU/mL Streptococcus agalactiae",inequality,No
">100,000 CFU/mL Streptococcus anginosus",">100,000 CFU/mL Streptococcus anginosus",inequality,No
">100,000 CFU/mL Streptococcus anginosus group",">100,000 CFU/mL Streptococcus anginosus group",inequality,No
">100,000 CFU/mL Streptococcus bovis group",">100,000 CFU/mL Streptococcus bovis group",inequality,No
">100,000 CFU/mL Streptococcus gallolyticus ssp. pasteurianus",">100,000 CFU/mL Streptococcus gallolyticus ssp. pasteurianus",inequality,No
">100,000 CFU/mL Streptococcus mitis/Streptococcus oralis",">100,000 CFU/mL Streptococcus mitis/Streptococcus oralis",inequality,No
">100,000 CFU/mL Streptococcus parasanguinis",">100,000 CFU/mL Streptococcus parasanguinis",inequality,No
">100,000 CFU/mL Streptococcus pneumoniae",">100,000 CFU/mL Streptococcus pneumoniae",inequality,No
">100,000 CFU/mL Streptococcus pyogenes",">100,000 CFU/mL Streptococcus pyogenes",inequality,No
">100,000 CFU/mL Streptococcus species",">100,000 CFU/mL Streptococcus species",inequality,No
">100,000 CFU/mL Trichosporon asahii",">100,000 CFU/mL Trichosporon asahii",inequality,No
">100,000 CFU/mL Vanco Resistant Enterococcus",">100,000 CFU/mL Vanco Resistant Enterococcus",inequality,No
">100,000 CFU/mL Viridans group Streptococcus",">100,000 CFU/mL Viridans group Streptococcus",inequality,No
">100,000 CFU/mL Viridans strep-like colonies",">100,000 CFU/mL Viridans strep-like colonies",inequality,No
">100,000 CFU/mL Weissella confusa",">100,000 CFU/mL Weissella confusa",inequality,No
">100,000 CFU/mL Yeast",">100,000 CFU/mL Yeast",inequality,No
">100,000 CFU/mL Yeast, not candida albicans",">100,000 CFU/mL Yeast, not candida albicans",inequality,No
>100.0,>100.0,inequality,No
>100.00,>100.00,inequality,No
>100.26,>100.26,inequality,No
>100.54,>100.54,inequality,No
>100.58,>100.58,inequality,No
>100.71,>100.71,inequality,No
>1000,>1000,inequality,No
>1000.0,>1000.0,inequality,No
>10000,>10000,inequality,No
>1000000,>1000000,inequality,No
>10000000,>10000000,inequality,No
>100000000,>100000000,inequality,No
>101.00,>101.00,inequality,No
>102.00,>102.00,inequality,No
>102.52,>102.52,inequality,No
>10290,>10290,inequality,No
>103.59,>103.59,inequality,No
>115.00,>115.00,inequality,No
>120,>120,inequality,No
>120.0,>120.0,inequality,No
>1200,>1200,inequality,No
>1250,>1250,inequality,No
>12500,>12500,inequality,No
>126,>126,inequality,No
>130,>130,inequality,No
>135,>135,inequality,No
>1370,>1370,inequality,No
>14%,>14%,inequality,No
>14.0,>14.0,inequality,No
>14.0%,>14.0%,inequality,No
>140,>140,inequality,No
>140.0,>140.0,inequality,No
>1400,>1400,inequality,No
>140000000,>140000000,inequality,No
>144.0,>144.0,inequality,No
>145,>145,inequality,No
>15.0,>15.0,inequality,No
>15.5,>15.5,inequality,No
>150,>150,inequality,No
>1500,>1500,inequality,No
>1500.00,>1500.00,inequality,No
>1522,>1522,inequality,No
>16.9,>16.9,inequality,No
>1600,>1600,inequality,No
>1680,>1680,inequality,No
>17.9,>17.9,inequality,No
>1700,>1700,inequality,No
>170000000,>170000000,inequality,No
>177,>177,inequality,No
>1787,>1787,inequality,No
>17900,>17900,inequality,No
>180,>180,inequality,No
>180.0,>180.0,inequality,No
>19.0,>19.0,inequality,No
>19.74,>19.74,inequality,No
>190,>190,inequality,No
>190.0,>190.0,inequality,No
>2.00,>2.00,inequality,No
>2.2,>2.2,inequality,No
>2.20,>2.20,inequality,No
>20,>20,inequality,No
>20.0,>20.0,inequality,No
>20.00,>20.00,inequality,No
>20.40,>20.40,inequality,No
>200,>200,inequality,No
>200.0,>200.0,inequality,No
>2000,>2000,inequality,No
>2000.0,>2000.0,inequality,No
>20000,>20000,inequality,No
>2024.0,>2024.0,inequality,No
>21,>21,inequality,No
>210,>210,inequality,No
>220,>220,inequality,No
>22000,>22000,inequality,No
>22000.0,>22000.0,inequality,No
>22125,>22125,inequality,No
>2256.0,>2256.0,inequality,No
>2262.0,>2262.0,inequality,No
>229,>229,inequality,No
>23.0,>23.0,inequality,No
>23.600,>23.600,inequality,No
>23.61,>23.61,inequality,No
>230,>230,inequality,No
>2327.0,>2327.0,inequality,No
>2339.0,>2339.0,inequality,No
>2363.0,>2363.0,inequality,No
>2367.3,>2367.3,inequality,No
">24,785",">24,785",inequality,No
>24.0,>24.0,inequality,No
>24.6,>24.6,inequality,No
>240,>240,inequality,No
>240.0,>240.0,inequality,No
>2419.0,>2419.0,inequality,No
>2420,>2420,inequality,No
>2425.0,>2425.0,inequality,No
>25.0,>25.0,inequality,No
>25.00,>25.00,inequality,No
>250,>250,inequality,No
>2500,>2500,inequality,No
>2500000,>2500000,inequality,No
>27.6,>27.6,inequality,No
>27000,>27000,inequality,No
>2780,>2780,inequality,No
>2800,>2800,inequality,No
>2900,>2900,inequality,No
>2922,>2922,inequality,No
>30.0,>30.0,inequality,No
>30.00,>30.00,inequality,No
>300,>300,inequality,No
>300.0,>300.0,inequality,No
>300.00,>300.00,inequality,No
>3000,>3000,inequality,No
>300mg/dL,>300mg/dL,inequality,No
>3200,>3200,inequality,No
>34,>34,inequality,No
>350,>350,inequality,No
>35000,>35000,inequality,No
>3578,>3578,inequality,No
>37.6,>37.6,inequality,No
>4.74,>4.74,inequality,No
>4.86,>4.86,inequality,No
>40.0,>40.0,inequality,No
>40.00,>40.00,inequality,No
>400,>400,inequality,No
>4000,>4000,inequality,No
>4000.0,>4000.0,inequality,No
>4000.00,>4000.00,inequality,No
>41.6,>41.6,inequality,No
>4100,>4100,inequality,No
>42500,>42500,inequality,No
>43290,>43290,inequality,No
>435,>435,inequality,No
>448,>448,inequality,No
>4494,>4494,inequality,No
>450,>450,inequality,No
>4734,>4734,inequality,No
>4787,>4787,inequality,No
>480,>480,inequality,No
>4833,>4833,inequality,No
>4869,>4869,inequality,No
>4877,>4877,inequality,No
>488,>488,inequality,No
>4885,>4885,inequality,No
>4889,>4889,inequality,No
>4902,>4902,inequality,No
>4904,>4904,inequality,No
>4911,>4911,inequality,No
>4915,>4915,inequality,No
>4923,>4923,inequality,No
>4925,>4925,inequality,No
>4940,>4940,inequality,No
>4946,>4946,inequality,No
>4949,>4949,inequality,No
>4951,>4951,inequality,No
>4952,>4952,inequality,No
>4953,>4953,inequality,No
>4959,>4959,inequality,No
>4964,>4964,inequality,No
>4968,>4968,inequality,No
>4971,>4971,inequality,No
>4974,>4974,inequality,No
>4978,>4978,inequality,No
>4985,>4985,inequality,No
>4989,>4989,inequality,No
>4998,>4998,inequality,No
>5.00,>5.00,inequality,No
>5.22,>5.22,inequality,No
>5.62,>5.62,inequality,No
>5.66,>5.66,inequality,No
>5.74,>5.74,inequality,No
>5.79,>5.79,inequality,No
>50,>50,inequality,No
">50,000",">50,000",inequality,No
>50.0,>50.0,inequality,No
>500,>500,inequality,No
>500.00,>500.00,inequality,No
>5000,>5000,inequality,No
>5000.0,>5000.0,inequality,No
>50000,>50000,inequality,No
>5005,>5005,inequality,No
>50304,>50304,inequality,No
>5053,>5053,inequality,No
>5065,>5065,inequality,No
>5072,>5072,inequality,No
>5149,>5149,inequality,No
>516,>516,inequality,No
>54,>54,inequality,No
>5850,>5850,inequality,No
>59.0,>59.0,inequality,No
>6.43,>6.43,inequality,No
>6.82,>6.82,inequality,No
>6.84,>6.84,inequality,No
>60,>60,inequality,No
>60.0,>60.0,inequality,No
>600,>600,inequality,No
>600.0,>600.0,inequality,No
>6000,>6000,inequality,No
>6156,>6156,inequality,No
>62.200,>62.200,inequality,No
>6250000000,>6250000000,inequality,No
>63800,>63800,inequality,No
>6400,>6400,inequality,No
>65,>65,inequality,No
>650,>650,inequality,No
>651.4,>651.4,inequality,No
>67.5,>67.5,inequality,No
>69000000,>69000000,inequality,No
>7.0,>7.0,inequality,No
>7.00,>7.00,inequality,No
>7.08,>7.08,inequality,No
>7.20,>7.20,inequality,No
>7.80,>7.80,inequality,No
>7.89,>7.89,inequality,No
>700,>700,inequality,No
>700.0,>700.0,inequality,No
>7030,>7030,inequality,No
>72.7,>72.7,inequality,No
>7350,>7350,inequality,No
>7350.0,>7350.0,inequality,No
>7382,>7382,inequality,No
>739.8,>739.8,inequality,No
>75.00,>75.00,inequality,No
>750,>750,inequality,No
>7500,>7500,inequality,No
>8.0,>8.0,inequality,No
>8.0 POS,>8.0 POS,inequality,No
>8.18,>8.18,inequality,No
>8.38,>8.38,inequality,No
>800,>800,inequality,No
>8200,>8200,inequality,No
">85,000",">85,000",inequality,No
>850,>850,inequality,No
>85000,>85000,inequality,No
>863,>863,inequality,No
>88,>88,inequality,No
>88.0,>88.0,inequality,No
>89,>89,inequality,No
>9.3,>9.3,inequality,No
>9.61,>9.61,inequality,No
>900,>900,inequality,No
>91,>91,inequality,No
>9100000,>9100000,inequality,No
>92.14,>92.14,inequality,No
>94,>94,inequality,No
>94.19,>94.19,inequality,No
>94.5,>94.5,inequality,No
>94.71,>94.71,inequality,No
>94.99,>94.99,inequality,No
>9400,>9400,inequality,No
>95,>95,inequality,No
>95.0,>95.0,inequality,No
>95.00,>95.00,inequality,No
>95.12,>95.12,inequality,No
>96.0,>96.0,inequality,No
>96.20,>96.20,inequality,No
>96.94,>96.94,inequality,No
>98,>98,inequality,No
>98.0,>98.0,inequality,No
>98.10,>98.10,inequality,No
>98.17,>98.17,inequality,No
>98.26,>98.26,inequality,No
>98.34,>98.34,inequality,No
>98.5,>98.5,inequality,No
>98.56,>98.56,inequality,No
>98.8,>98.8,inequality,No
